Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.camber_angle_gain_roll_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.camber_angle_gain_roll_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.camber_angle_gain_roll_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
0,54.7615,197.188,91.0252,0.277711,34.5337,59.3608,3.88802,34.6574,1.65758,24.3373,17.5716,17.5556,3.62623,36.4365,71.2518,4.59082,41.8095,4.33508,24.4923,15.3979,21.2639,4.26006,7.86293,2.94686,0.0452846,2.98484,0.34028,1.47665,0.742379,0.316375,0.480986,
1,54.7615,270.07,244.509,0.202768,31.1293,33.8671,3.03985,20.1177,1.55033,15.0955,80.6436,80.6982,3.92852,14.8923,35.0187,2.57455,20.5204,3.73029,14.2959,139.58,139.731,2.32469,3.8442,2.94686,0.0132292,2.98484,0.360678,0.866109,0.742379,0.316375,0.719309,
2,54.7615,217.719,174.852,0.251523,33.2401,32.6979,2.8918,24.1457,0.972819,14.1716,52.7094,52.7508,4.13897,14.5019,26.6319,2.2218,13.8929,1.36094,11.8946,91.3799,95.3012,2.38139,8.57049,2.09197,0.0452846,2.98484,0.360678,0.560201,0.742379,0.316375,0.712591,
3,54.7615,344.351,387.133,0.159028,30.9873,24.3715,2.99006,23.9707,0.868102,11.9114,122.425,122.505,4.32256,12.3561,21.3686,2.84953,13.548,1.05196,10.1471,196.754,205.516,2.22293,8.57049,2.09197,0.0324231,2.98484,0.363785,0.157127,0.742379,0.316375,0.719309,
4,54.7615,265.85,238.751,0.205987,30.5098,21.7833,2.87984,21.0489,0.857954,13.5477,85.746,85.8233,3.65299,10.6538,19.3098,2.14591,12.9469,0.984431,9.85156,131.293,137.014,2.02143,8.57049,2.09197,0.0324231,2.98484,0.363785,0.697051,0.742379,0.316375,0.719309,
5,54.7615,304.722,334.462,0.17971,29.9358,26.8493,2.59247,23.092,0.829692,16.2806,100.819,100.88,3.44366,14.6234,24.3931,2.05866,13.6841,0.991405,11.6129,161.48,160.422,1.99372,5.63225,1.76032,0.0324231,2.98484,0.363785,1.25802,0.742379,0.316375,0.679116,
6,54.7615,387.048,566.759,0.141485,32.3888,29.5775,4.02313,21.9914,0.863898,13.1307,140.916,140.27,3.88678,11.9342,26.5594,3.26521,15.769,0.992185,9.90149,281.674,273.806,2.04495,8.57049,2.94686,0.0324231,2.98484,0.276504,0.2673,0.742379,0.316375,0.719309,
7,54.7615,273.921,270.009,0.199917,27.8859,25.7943,3.32295,19.8413,0.883425,12.8079,89.6715,89.7307,3.98337,11.1176,17.7219,2.49911,13.4039,0.98345,10.5056,151.961,145.22,2.31171,5.18167,2.50784,0.0324231,2.66732,0.362276,0.191356,0.742379,0.316375,0.662662,
8,54.7615,369.009,570.595,0.148401,30.3303,29.6588,3.31827,19.1272,1.17412,14.8095,133.409,132.732,4.45008,11.2765,21.473,2.51054,13.4737,1.33998,11.8815,283.733,281.207,2.43023,8.57049,2.94686,0.0324231,2.71299,0.289344,1.44576,0.742379,0.316375,0.719309,
9,54.7615,303.73,311.16,0.180296,29.538,27.3717,3.10204,22.2308,0.814625,14.0622,101.216,101.296,4.09954,10.4539,23.7839,2.28671,13.466,1.03423,10.4519,162.72,158.802,2.17677,8.57049,1.83039,0.0324231,2.71299,0.363785,1.44576,0.742379,0.316375,0.719309,
10,54.7615,222.706,314.929,0.245892,29.0522,25.7439,3.25911,18.1358,0.89099,14.4754,63.3849,63.3568,4.40646,11.9719,24.1615,2.29462,13.1486,0.964358,10.5097,158.311,154.522,2.21954,6.5968,1.83039,0.0324231,2.71299,0.2641,1.22199,0.742379,0.316375,0.719309,
11,54.7615,354.758,401.009,0.154363,28.3329,23.557,3.52551,20.2234,0.990381,15.1044,129.474,129.55,4.00065,12.1192,17.7264,2.62069,12.5183,1.24888,12.0218,209.149,209.391,2.44228,8.57049,1.83039,0.0324231,2.98484,0.367128,0.747463,0.742379,0.316375,0.719309,
12,54.7615,488.257,745.991,0.112157,28.1479,19.7657,3.75495,21.6948,0.88671,16.8111,197.125,195.78,4.29021,10.2181,16.1693,3.16549,13.7998,1.05872,13.0898,351.614,367.529,2.39725,8.57049,1.83039,0.0324231,2.98484,0.259687,1.15553,0.742379,0.316375,0.719309,
13,54.7615,314.589,568.056,0.174073,28.8584,19.6451,4.62894,20.0222,0.901696,20.1525,108.574,107.744,4.06221,13.1799,18.3169,3.02956,14.581,0.992016,14.5581,304.374,273.716,2.17935,8.57049,1.83039,0.0324231,1.81977,0.260182,1.44576,0.742379,0.316375,0.719309,
14,53.8754,210.831,220.84,0.255538,25.5594,19.2375,3.12472,16.3101,0.890096,17.3848,62.349,62.3748,3.60108,10.3031,13.915,2.51743,10.1137,0.953418,14.5756,114.541,117.418,2.04556,8.57049,1.83039,0.0324231,2.98484,0.389477,1.44576,0.930924,0.585356,0.554371,
15,53.8754,314.328,462.822,0.171398,27.4359,23.8701,3.24458,18.7126,0.859393,17.0395,109.761,109.614,3.79135,14.6103,27.1122,2.85214,14.8686,0.947156,13.7129,213.984,219.828,2.04575,8.57049,1.83039,0.0324231,2.98484,0.251495,0.659705,1.01898,0.585356,0.467845,
16,53.8754,193.225,166.605,0.278822,24.1664,17.3954,3.74587,15.9277,0.89098,14.7114,56.3799,56.407,3.60011,9.37692,12.891,3.04252,9.64306,0.941744,11.564,98.0863,80.4568,2.08337,8.57049,0.857603,0.0324231,2.98484,0.413704,0.441402,1.01898,0.585356,0.719309,
17,53.8754,212.902,204.393,0.253052,25.9793,21.7296,4.39666,17.3412,1.16178,13.9512,62.2359,62.2632,3.84318,14.1186,20.7727,3.35629,14.1139,2.07856,12.5046,98.5465,100.683,2.14182,2.99982,1.83039,0.0324231,2.98484,0.337463,0.349191,1.01898,0.585356,0.584007,
18,53.8754,258.65,474.855,0.208295,28.0085,19.041,4.07728,15.4275,1.78327,12.9217,86.7275,86.4314,4.23153,15.4505,19.7351,3.44952,11.0767,4.33215,11.9311,232.528,234.15,2.47772,4.76675,1.37055,0.0324231,2.98484,0.194603,0.613476,0.705172,0.585356,0.906402,
19,53.8754,263.982,567.424,0.204087,26.994,17.1941,4.03412,13.1715,0.956945,13.3998,92.7169,91.9168,3.59833,11.284,15.2788,3.49406,10.212,1.23708,12.3769,275.055,272.151,1.9372,8.57049,1.37055,0.0324231,2.98484,0.185847,0.414872,0.705172,0.585356,0.906402,
20,53.8754,182.143,170.664,0.295786,25.3643,19.6371,4.08364,13.9312,0.946831,11.9246,51.3925,51.4065,3.45658,8.34252,18.4993,2.73365,8.35037,0.973101,10.0688,92.2979,92.7363,1.86535,8.57049,1.37055,0.0324231,2.98484,0.413704,0.214231,0.705172,0.585356,0.636687,
21,53.8754,200.936,195.632,0.268122,27.9694,16.8981,3.53453,13.3797,1.09074,12.5704,60.9251,60.9274,3.64044,13.9882,25.6892,2.69965,8.47246,1.2855,10.2069,95.2751,92.9351,1.94621,8.57049,1.37055,0.0324231,2.98484,0.413704,0.958969,0.705172,0.585356,0.906402,
22,51.3278,142.496,119.033,0.360205,24.0395,13.9722,4.09514,11.818,0.937469,10.8679,36.6905,36.6649,3.41054,7.74442,10.9787,2.67951,7.96551,0.920383,8.2281,64.1643,64.3107,1.48169,8.57049,1.33857,0.0324231,2.98484,0.413704,0.518387,0.572586,0.284491,0.780243,
23,51.3278,224.312,385.566,0.228823,27.1643,19.0571,4.0609,12.5795,1.34629,13.1044,71.8976,71.8206,3.2813,15.5194,23.7714,3.08722,12.0137,1.84714,11.4288,172.956,180.046,1.70106,8.57049,1.37055,0.0324231,2.74891,0.255862,0.958969,0.572586,0.284491,0.764198,
24,51.3278,254.291,557.19,0.201847,26.0348,20.8494,4.02208,12.0639,0.864285,13.2567,87.2013,86.4542,3.5445,12.5287,23.9356,2.74516,11.4336,0.550685,13.0397,260.431,255.819,1.93451,7.25569,1.37055,0.0324231,2.98484,0.330817,0.815436,0.572586,0.284491,0.809825,
25,51.3278,202.286,334.092,0.253739,29.0921,23.0444,4.10288,13.9868,0.804418,11.943,57.9719,57.8521,3.48812,14.1274,36.5028,3.21781,15.4944,0.205745,15.0849,151.141,156.306,1.87735,8.57049,1.89629,0.0324231,2.98484,0.290216,0.420772,0.572586,0.284491,1.0869,
26,50.5432,145.68,321.764,0.346946,24.7225,18.5758,3.09097,11.8359,0.83811,11.2943,35.9837,35.8624,3.4768,11.7046,27.943,2.74544,13.7695,0.199681,12.021,146.994,145.211,1.69781,8.57049,1.51168,0.0324231,2.98484,0.273063,0.29105,0.572586,0.284491,1.10513,
27,49.2099,179.998,478.133,0.273391,24.047,15.8991,3.25253,11.901,0.857637,10.7628,55.2265,54.5309,3.52054,13.6144,16.5972,2.7512,15.6673,0.188195,8.83176,228.313,224.184,2.07077,8.57049,1.51168,0.0324231,2.98484,0.337793,0.689938,0.572586,0.284491,0.990605,
28,49.2099,146.458,304.661,0.336,20.899,14.1985,2.93754,7.89049,0.898915,8.10141,44.2311,44.1154,3.18583,10.7809,9.62014,2.53428,8.44056,0.162727,7.46252,145.634,145.192,1.71311,8.57049,1.51168,0.0324231,2.54393,0.255668,0.689938,0.572586,0.284491,0.841006,
29,49.2099,122.894,167.077,0.400427,20.7588,18.293,3.04113,9.01102,0.871285,9.27443,29.2643,29.2169,3.16283,10.2684,31.2288,2.69142,9.24386,0.148199,10.3639,74.3397,72.9532,1.19733,8.27939,1.51168,0.0141846,2.98484,0.42343,0.236709,0.572586,0.284491,1.20664,
30,49.2099,181.436,508.618,0.271224,20.8578,13.1828,2.89593,8.84795,0.873711,8.493,62.0039,61.2674,3.0138,9.02348,15.3295,2.55866,7.96085,0.15616,7.96784,242.169,236.929,1.30035,8.57049,0.717072,0.127873,2.98484,0.352206,0.689938,0.15278,0.105242,0.73121,
31,49.2099,128.996,297.742,0.381484,19.6274,10.3109,3.48779,8.79244,0.870899,7.72623,37.538,37.4133,3.22926,5.43911,6.68162,2.3838,7.75954,0.159172,6.30076,145.335,144.903,1.71457,8.57049,1.51168,0.150799,2.98484,0.259024,0.219478,0.15278,0.105242,0.73121,
32,32.002,81.0617,48.3296,0.394786,20.4788,12.9871,3.14081,7.10974,0.94522,7.30286,13.1457,13.0578,2.89362,9.25829,11.8678,2.18324,3.90104,0.232132,6.83692,26.2048,32.6455,1.10774,8.57049,1.40961,0.150799,2.68148,0.666183,0.15355,0.15278,0.105242,0.73121,
33,32.002,133.588,307.681,0.239557,19.9709,10.8561,2.5573,7.65233,0.909361,7.36456,40.7811,40.6606,2.83612,9.39422,8.82609,2.07149,7.80838,0.16249,5.57618,142.759,146.922,1.15256,8.57049,1.40961,0.133244,2.70646,0.254424,0.153909,0.15278,0.105242,0.73121,
34,32.002,121.59,114.711,0.263196,22.3846,20.1978,3.44804,11.6508,1.06792,8.28207,25.7791,25.7172,3.06225,12.9649,39.6672,2.96523,16.3371,1.45179,10.8202,36.8697,40.8939,1.69631,8.57049,1.40961,0.150799,4.77063,0.363706,0.153909,0.15278,0.105242,0.73121,
35,32.002,91.0216,76.9729,0.351587,20.4061,11.9533,3.38752,9.88596,0.881992,8.77246,16.4338,16.3566,2.94379,10.6298,24.2417,2.52326,14.386,0.243474,9.24017,26.5731,23.4066,1.57291,8.57049,1.24654,0.0559095,4.49379,0.339278,0.153909,0.15278,0.105242,0.73121,
36,32.002,107.875,307.251,0.296658,21.1639,10.2123,3.42945,7.91735,0.931295,7.47402,27.1119,26.8809,2.75396,10.3879,10.8869,2.29886,7.74746,0.251958,10.7213,138.278,138.99,0.828987,8.57049,1.24654,0.150799,4.49379,0.275723,0.651058,0.15278,0.105242,0.73121,
37,32.002,51.1693,8.89765,0.625414,19.1264,7.10777,2.75969,5.8904,0.923624,5.1188,3.81301,3.64778,2.78181,3.56257,5.74767,1.77384,1.70751,0.0510496,4.62584,16.886,23.188,0.579372,13.0616,1.24654,0.150799,4.49379,0.666183,0.663092,0.173739,0.178092,1.76167,
38,32.002,95.8559,313.96,0.333855,20.4548,9.72137,2.67599,7.16928,0.939084,5.33375,23.5138,23.2614,2.78646,11.6981,20.8348,2.06171,7.05905,0.203939,6.94616,137.711,139.175,0.925883,13.0616,1.24654,0.0120645,4.67952,0.263281,0.274925,0.173739,0.178092,1.76167,
39,30.2422,106.383,431.988,0.284277,18.4765,6.11746,2.62821,5.90665,0.922788,5.35423,32.4156,31.9642,2.59702,6.48199,8.55701,1.98903,4.22898,0.130859,7.60053,204.123,202.475,0.723448,13.7664,1.24654,0.0120645,4.67952,0.0212835,0.274925,0.173739,0.178092,1.76167,
40,30.2422,113.641,472.058,0.26612,18.3906,7.10901,2.4772,6.32316,0.944518,4.14808,36.1771,35.468,2.60347,6.18108,14.217,2.23481,5.33945,0.112757,7.004,230.096,225.692,1.19103,13.7664,1.3778,0.0120645,4.57676,0.404749,0.200333,0.173739,0.178092,1.35404,
41,30.2422,134.439,392.776,0.22495,21.4576,13.9292,2.97988,9.95348,0.896014,4.62132,39.1206,38.8719,2.60915,15.0709,40.7942,2.39155,16.4148,0.171738,7.75564,163.745,163.248,1.77032,13.7664,1.14053,0.313093,4.67952,0.317929,0.274925,0.255059,0.2259,1.09123,
42,30.2422,75.4753,203.414,0.40069,19.1353,6.85261,2.71134,7.1933,2.6649,3.36086,15.5105,15.425,2.62149,11.8914,19.9673,2.51125,9.57525,11.8117,5.2705,93.2253,91.1351,1.46201,13.7664,1.14053,0.313093,4.67952,0.317727,0.274925,0.255059,0.11072,1.76167,
43,28.056,59.7156,122.491,0.469827,18.357,8.37249,2.59457,6.59614,0.945617,4.73528,7.90092,7.81803,2.39554,11.3501,29.5851,1.76712,9.59551,1.72276,13.267,35.2835,34.9914,0.988268,13.283,1.18636,0.699904,4.67952,0.40324,0.166791,0.31461,0.11072,0.776954,
44,25.8335,119.336,471.114,0.216478,18.9642,8.90763,2.50132,10.0362,0.902839,4.00824,36.1873,35.4954,2.33244,12.5282,24.9112,1.66518,17.5517,0.163879,8.88299,231.588,225.253,0.82811,7.86779,1.34441,0.450214,4.67952,0.340037,0.166791,0.2653,0.11072,1.04528,
45,25.8335,80.9921,313.638,0.318963,17.2387,5.60471,2.4235,6.63457,0.944722,2.10175,21.964,21.7734,2.30676,12.312,17.4203,1.85183,8.19439,0.12912,2.29597,142.128,140.495,0.595771,6.50744,1.36482,0.699904,4.77118,0.257769,0.166791,0.2653,0.11072,1.62154,
46,22.4456,218.52,655.32,0.102717,19.0613,9.08448,2.54511,8.42012,1.44683,3.45615,86.5288,85.6093,2.36827,16.3177,22.2321,1.86594,10.6153,3.49733,5.4361,314.349,311.975,1.00054,7.85425,1.36482,0.233162,4.77118,0.251022,0.166791,0.119989,0.0588897,1.1853,
47,22.4456,97.4659,473.108,0.230292,13.3774,3.79763,2.35768,5.61244,0.939895,1.83888,33.9903,33.1716,2.38016,8.13188,9.91554,1.80549,3.77671,0.429121,1.95472,234.529,229.971,1.39324,6.77532,1.58813,0.233162,4.77118,0.408196,0.171488,0.119989,0.0588897,1.6638,
48,22.4456,44.8537,70.6636,0.50042,13.4303,8.4745,1.87582,8.77452,0.93372,3.15083,2.91678,2.75786,2.53926,13.8287,25.5613,1.61616,15.5609,0.13107,5.24278,24.6631,30.9177,1.39985,6.77532,1.58813,0.0509477,4.77118,0.336568,0.171488,0.119989,0.0588897,1.6638,
49,21.1537,91.5543,321.324,0.231051,12.3161,5.04247,1.68305,8.1695,0.97987,4.09508,28.5107,28.2464,2.51105,13.5258,9.57543,1.64724,13.4705,0.374764,8.3418,151.938,149.292,1.43339,6.09032,1.4741,0.0509477,4.37009,0.264111,0.171488,0.119989,0.0588897,1.50411,
50,19.5695,92.5441,477.462,0.211461,8.87218,2.72174,1.2807,5.61106,0.945551,2.90796,34.4763,33.5359,2.19259,7.76857,3.68297,1.02657,4.00891,0.0573932,6.01627,230.625,226.2,0.431149,4.89467,1.4741,0.0509477,4.77118,0.625523,0.235103,0.119989,0.0588897,1.75545,
51,19.5695,137.138,564.58,0.142699,10.1092,3.55009,1.27406,6.70837,0.932925,2.58861,55.2771,54.2521,2.44522,12.0452,6.72301,1.64959,8.324,0.10673,2.45297,272.208,267.01,1.65849,4.847,1.53727,0.0509477,4.7526,0.265555,0.235103,0.119989,0.0588897,1.75545,
52,16.9064,93.4025,496.181,0.181006,8.03278,4.22127,1.01257,5.77981,0.94352,3.27888,34.3836,33.3954,2.35469,7.03499,14.2699,0.978074,4.38774,0.0488444,7.65408,234.14,229.066,1.15084,3.44051,1.53727,0.0509477,4.8808,0.612773,0.235103,0.119989,0.0588897,1.79754,
53,16.9064,24.9673,23.1063,0.677141,7.07978,2.54962,1.00775,6.71447,0.940213,2.20552,1.21403,0.932575,2.32331,5.42289,3.65111,0.622332,11.0318,0.0865491,2.59078,25.5094,32.1754,1.03412,3.44051,1.56809,0.0548943,4.88007,0.336475,0.235103,0.119989,0.0588897,1.89488,
54,16.9064,48.3987,151.047,0.349314,8.55193,5.05185,1.27273,5.82933,0.945761,2.90104,10.8497,10.6129,2.38348,13.6377,17.2022,1.66488,4.54066,0.0367272,6.75713,63.429,64.5667,1.1554,2.65726,1.56056,0.0548943,4.8725,0.696861,0.235103,0.224174,0.112558,1.89488,
55,16.0095,69.3971,232.246,0.230694,9.75538,9.20265,1.55592,7.7916,1.88813,3.0476,16.91,16.6868,2.55899,16.7401,26.1347,2.1019,11.5346,4.83055,7.10136,100.996,101.001,1.88121,2.65726,1.56809,0.0548943,4.95491,0.339657,0.282291,0.12866,0.0960207,0.921444,
56,15.6713,91.5603,485.236,0.171158,6.46436,4.11316,1.35411,6.05413,0.992653,2.46116,34.2888,33.467,2.36488,9.78132,11.3595,2.19056,4.66613,0.975551,8.14688,232.84,228.536,0.858929,2.65726,1.56809,0.147194,4.95491,0.363801,0.282291,0.0783412,0.0237699,1.90717,
57,15.6713,47.7702,185.597,0.328056,6.93634,2.59125,1.31817,6.01738,0.967376,2.65609,12.6165,12.4308,2.23635,14.1595,2.89794,2.02466,4.11994,0.218893,9.7559,84.9508,85.6979,0.441578,3.00219,1.63938,0.147194,5.05067,0.460891,0.277363,0.0783412,0.0237699,1.67489,
58,15.6091,62.0851,312.312,0.251415,4.53935,3.13603,0.985266,6.29877,0.933586,1.39227,21.3026,21.1621,2.33511,5.47177,6.49437,0.63219,7.84287,0.104024,1.95691,144.598,145.026,1.24509,2.79512,1.63938,0.166167,4.9866,0.246075,0.31146,0.0783412,0.0237699,1.87553,
59,15.4427,74.6675,274.219,0.20682,7.9524,7.44699,1.50901,6.03275,0.948198,2.8063,22.8704,22.7682,2.33327,17.072,22.8354,2.51499,4.61758,0.101472,10.9815,112.508,112.308,0.894586,2.77277,1.63938,0.351569,1.24682,0.489721,0.382014,0.0666765,0.0237699,0.946405,
60,15.2388,205.7,638.398,0.0740829,9.37448,10.6175,1.45259,7.82382,0.903423,4.66024,84.54,83.8347,2.49286,19.083,38.1394,2.0285,10.0679,0.157448,11.1399,294.583,291.675,1.49558,2.68565,1.63938,0.0944077,4.31763,0.257972,0.191773,0.0666765,0.0237699,0.559137,
61,15.2388,30.5975,66.3422,0.498042,5.1948,3.11174,1.33028,6.45022,1.29247,3.79076,3.66325,3.57016,2.19381,12.3144,9.71254,1.77583,5.22046,2.08404,11.6222,83.0861,82.5086,0.444328,1.83233,1.59984,0.0944077,5.12625,0.93931,0.191773,0.0666765,0.0237699,1.14681,
62,15.1659,72.668,318.928,0.208701,8.43946,6.08307,1.89953,8.4704,0.963307,1.46464,21.52,21.371,2.45658,18.0582,18.1736,3.08124,12.8293,0.507393,3.05146,141.922,139.056,1.08093,1.83233,1.59984,0.112844,5.10242,0.278095,0.191773,0.0649225,0.0198494,2.0338,
63,14.3173,38.9416,96.9929,0.367662,7.18391,10.7216,1.19229,7.13886,1.05494,3.18254,2.98642,2.90391,2.57712,16.6178,39.3064,1.3687,9.9394,0.621576,9.35929,19.4151,21.5739,1.73447,1.83233,1.59984,0.0234513,5.12625,0.383812,0.191773,0.0649225,0.0198494,2.08303,
