Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,
132,723.562,1334.95,1682.73,0.542015,16.9875,0,76.1754,47.315,3.05769,860.409,77.5103,159.107,94.3868,24.0418,0,256.864,179.002,2.04998,651.25,259.105,359.877,1164.44,9.4035,0,0.438164,0.796182,0.573261,658.869,1.07536,43.2588,1.9322,
133,723.562,1279.98,1623.3,0.565289,16.318,0,80.2297,46.6361,3.20411,842.731,81.4733,160.327,49.0655,22.3824,0,252.397,177.171,2.87896,638.655,253.625,335.398,181.812,2.60886,0,0.438164,0.796182,0.573261,639.561,1.07536,44.1184,1.9322,
134,723.562,1261.41,1589.01,0.573614,15.2249,0,77.2716,64.9824,2.78785,821.624,78.3824,137.863,63.2738,19.1412,0,257.812,245.409,1.70933,568.792,260.438,281.42,208.642,9.4035,0,0.438164,0.701063,0.571425,658.495,1.07536,43.0738,1.9322,
135,723.562,1218.24,1426.7,0.593939,16.6986,0,54.0174,17.6632,3.30524,839.748,54.634,170.881,61.2953,22.5238,0,179.517,86.4974,3.10553,597.253,180.301,388.637,214.285,8.21839,0,0.438164,0.796182,0.329475,658.495,1.07536,43.0738,1.9322,
136,723.562,1434.03,1870.04,0.504566,16.7901,0,102.296,83.0554,3.11657,855.651,100.938,187.478,84.7032,19.538,0,329.494,290.775,2.65953,525.547,316.152,408.378,231.235,9.35187,0,0.438164,0.796182,0.571425,658.495,1.07536,43.0738,1.9322,
137,723.562,1250.16,1573.75,0.578774,16.005,0,60.9102,63.9179,2.93001,837.18,63.6038,144.486,61.1307,21.8995,0,235.632,218.08,2.14941,616.817,243.373,347.547,183.89,9.35187,0,0.438164,0.796182,0.571425,658.495,1.07536,44.2203,1.9322,
138,723.562,1204.86,1465.23,0.600537,15.8795,0,61.2225,34.4583,2.65387,820.713,61.9021,136.669,71.3609,21.9646,0,218.532,133.212,1.05785,601.338,218.809,327.397,223.07,9.34294,0,0.438164,0.693189,0.571425,658.495,1.07536,44.2203,1.9322,
139,723.562,1196.33,2066.33,0.604818,12.1721,0,44.847,57.8697,2.89334,741.616,46.7568,127.914,162.261,12.785,0,203.328,226.731,2.05608,387.271,207.279,308.361,1343.9,8.4115,0,0.438164,0.796182,0.408099,658.495,1.07536,44.2203,1.9322,
140,723.562,1173.63,1500.22,0.616514,15.6095,0,41.5195,43.6133,2.76289,826.971,42.9707,153.515,46.6725,22.252,0,183.463,203.254,1.40806,622.571,190.314,341.987,215.014,0.315173,0,0.438164,0.796182,0.210392,658.495,1.07536,44.2203,1.9322,
141,723.503,1529.96,2613.51,0.472891,17.3977,0,93.2195,61.9874,3.05642,871.748,94.2612,202.133,186.154,23.0749,0,279.822,171.518,2.22214,645.828,280.479,431.255,1325.05,9.35187,0,0.438164,0.796182,0.297989,658.495,1.07536,44.2203,1.9322,
142,723.503,1288.38,1491.69,0.561561,17.6022,0,78.0963,29.0222,2.9832,863.277,78.8016,174.386,44.2109,23.7148,0,267.769,110.36,2.39567,639.359,270.886,384.882,206.468,9.35187,0,0.438164,0.794811,0.297989,658.495,1.07536,45.3211,1.9322,
143,723.503,1204.08,1620.16,0.600877,14.0007,0,79.7743,60.8262,2.77781,795.433,80.9688,115.22,55.0785,18.1507,0,286.486,229.384,1.59651,548.014,289.08,256.907,196.145,6.15448,0,0.438164,0.794811,0.297989,658.495,1.07536,43.8492,1.9322,
144,723.503,1241.5,1711.84,0.582764,15.9966,0,66.0865,53.1509,2.78374,829.432,67.034,137.592,69.4269,23.8086,0,237.314,193.727,1.28048,651.679,241.283,310.691,231.918,1.24042,0,0.383995,0.794811,0.297989,658.495,0.669427,44.9665,1.9322,
145,723.503,1161.19,1406.77,0.623072,14.74,0,68.1592,49.0501,2.58061,795.909,69.0447,121.15,40.554,19.4024,0,255.167,187.393,1.86174,538.854,255.168,266.285,168.733,9.35187,0,0.383995,0.794811,0.0316362,658.529,0.669427,44.3089,1.89869,
146,723.503,1202.76,1664.28,0.601535,15.8949,0,54.7517,43.8281,2.68317,826.865,56.2488,127.247,75.2424,23.675,0,229.424,223.936,1.55453,669.642,236.136,297.594,414.046,9.35187,0,0.383995,0.794811,0.0316362,657.416,0.669427,44.9665,1.9322,
147,723.503,1400.8,3008.17,0.516493,13.25,0,62.2316,43.0007,2.72896,766.078,63.7835,135.18,314.547,13.7625,0,235.709,199.429,2.05542,423.704,239.797,317.585,2109.14,3.67256,0,0.383995,0.794811,0.0316362,658.703,0.669427,44.9665,1.9322,
148,723.229,1208.93,1697.72,0.59824,15.0481,0,74.9075,58.3683,2.74131,813.872,76.3397,132.444,35.2068,20.371,0,302.808,240.836,2.27947,583.453,305.798,298.201,315.065,7.71586,0,0.383995,0.794811,0.0316362,658.703,0.669427,44.9665,1.88977,
149,723.229,1338.05,2305.48,0.54051,15.8106,0,50.8178,44.807,2.67844,825.376,53.6601,146.974,197.925,22.9177,0,180.1,159.006,2.28014,640.779,187.702,338.317,1574.57,7.38042,0,0.383995,0.794811,0.0211785,656.984,0.669427,44.9665,1.89245,
150,723.229,1210.31,1594.53,0.597557,12.6812,0,71.4988,56.2355,2.69241,789.064,75.5272,129.049,73.562,10.9162,0,231.172,264.394,2.50778,597.702,247.215,306.089,312.829,9.35187,0,0.383995,0.794811,0.0316362,658.703,0.669427,44.9665,1.93379,
151,723.229,1414.72,2694.37,0.511216,14.4197,0,52.168,36.1288,2.65204,797.55,53.0126,130.428,328.363,16.5683,0,183.229,144.933,2.53196,461.434,187.537,292.291,1788.56,9.35187,0,0.383995,0.794811,0.0316362,658.505,0.669427,44.9665,1.9323,
152,723.229,1235.98,1710.71,0.585144,15.3384,0,64.4076,63.1869,2.55021,859.283,68.0337,122.843,40.3412,22.1789,0,235.521,273.214,2.47462,783.493,246.89,271.061,288.069,9.35187,0,0.383995,0.794811,0.0148199,658.703,0.669427,44.9665,1.86479,
153,723.229,1376.88,2579.28,0.525268,14.4365,0,70.8027,36.2331,2.6782,789.998,72.6921,152.72,237.316,17.2053,0,243.796,162.506,2.81855,471.797,244.197,356.086,1811.72,7.54868,0,0.383995,0.796182,0.0142164,658.703,0.669427,44.7949,1.95275,
154,723.229,1151.24,1588.27,0.628216,14.1668,0,66.4832,51.1182,2.30041,790.798,68.148,117.543,40.6844,18.4173,0,299.345,258.5,1.94655,565.255,306.124,288.636,266.567,9.35187,0,0.383995,0.55801,0.0142164,657.958,0.669427,44.5309,1.95275,
155,723.229,1490.77,2391.72,0.485137,17.3255,0,93.246,48.2363,2.47378,862.936,94.1334,170.547,201.874,23.4414,0,290.531,167.691,1.82695,610.84,285.824,375.186,1474.9,9.35187,0,0.383995,0.796182,0.0142164,658.631,0.669427,44.9665,1.95275,
156,723.229,1515.21,2791.58,0.477313,16.7886,0,103.365,59.7377,2.2945,846.075,104.312,128.35,254.286,21.7585,0,301.004,210.862,1.79677,585.475,299.832,272.78,1870.46,9.35187,0,0.383995,0.796182,0.0142164,658.703,0.669427,44.9665,1.95275,
157,722.623,1410.29,2339.15,0.512392,17.0402,0,69.7241,65.3592,2.47066,871.853,72.2711,177.926,133.649,25.0176,0,263.089,281.332,2.45664,794.874,273.148,402.334,917.054,9.35187,0,0.338491,0.796182,0.0142164,658.703,0.669427,44.9665,1.85616,
158,722.623,1357.54,2257.3,0.532304,15.4126,0,76.7562,37.9999,2.44137,820.052,77.7304,152.437,174.707,20.3513,0,268.024,172.169,2.31117,573.962,268.45,349.473,1311.2,9.2962,0,0.338491,0.788468,0.0142164,658.509,0.669427,44.9665,1.95113,
159,722.623,1368.63,2542.73,0.527991,14.8576,0,54.6713,32.1528,2.00097,800.868,55.4678,131.904,276.704,19.3942,0,234.848,144.004,1.43546,531.104,238.118,318.968,1685.8,9.35187,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.9665,1.95113,
160,722.623,1498.31,2624.69,0.482293,16.1966,0,78.0554,48.8034,2.22487,853.21,78.9921,186.483,234.339,22.1056,0,284.66,227.725,2.18489,615.519,287.145,408.547,1611.78,2.46328,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.95113,
161,722.623,1656.35,7347.03,0.436275,12.7733,0,46.9366,25.414,1.944,735.85,47.5953,109.622,676.21,15.8179,0,245.563,148.249,1.88823,429.318,245.944,294.555,6440.66,9.35187,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.5802,1.81955,
162,722.623,1394.44,2335.75,0.518218,14.8939,0,71.9179,62.535,2.36816,800.595,73.4932,175.975,192.66,18.9382,0,236.47,203.319,2.65634,519.113,235.005,407.246,1454.41,9.35187,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.91094,
163,721.583,1663.01,4092.53,0.433902,15.6637,0,53.3768,18.3976,1.85968,815.231,53.94,163.567,540.974,20.7801,0,193.427,89.3078,2.16405,553.837,197.021,367.718,3308.16,7.06731,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.88823,
164,721.583,1182.2,1565.5,0.610375,15.4594,0,43.5342,44.1244,2.04287,821.668,45.7242,165.954,43.6891,22.8609,0,158.349,166.438,1.99627,635.593,168.012,404.763,523.405,9.35187,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.90844,
165,721.583,1522.98,2557.66,0.473798,17.5425,0,91.1936,86.2689,2.39615,887.552,96.0101,141.47,200.543,25.2542,0,276.491,262.733,3.15276,753.739,287.314,312.839,1316.03,9.39045,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.91094,
166,721.583,10905.5,94160.8,0.0661667,17.274,0,76.4151,37.2052,2.10195,861.354,77.3515,191.657,9642.17,22.6014,0,222.835,158.807,2.47039,601.023,226.136,425.875,93560,9.38455,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.91094,
167,721.583,1623.08,4156.66,0.444578,15.9934,0,86.2108,16.6222,2.32048,807.276,86.7356,145.61,462.307,19.3979,0,253.537,67.3619,3.5554,473.507,250.892,336.712,8272.26,9.38455,0,0.338491,0.624247,0.0142164,658.502,0.669427,44.0735,1.91094,
168,721.522,1402.59,4131.1,0.51442,12.7891,0,42.7874,41.7829,1.86558,755.676,44.1303,95.4341,408.126,12.4837,0,187.776,196.99,2.38979,379.201,197.578,210.933,3704.59,9.38455,0,0.338491,0.624247,0.0142164,658.509,0.669427,44.936,1.91094,
169,721.522,1320.59,2580.13,0.546364,11.8652,0,73.0747,54.9769,1.59387,730.633,74.4682,138.234,235.742,8.95357,0,293.439,221.97,1.96023,321.022,297.433,317.66,1562.81,9.38455,0,0.338491,0.624247,0.0142164,650.678,0.83726,45.1228,1.91094,
170,721.522,1250.01,2397.79,0.577211,13.8398,0,60.3747,31.313,1.44069,775.513,61.0351,120.233,186.264,18.8828,0,239.553,147.437,1.71897,515.97,241.977,298.144,1473.09,3.66895,0,0.338491,0.775007,0.0142164,658.509,0.83726,44.9914,1.91094,
171,721.522,1357.32,1662.86,0.531579,15.8892,0,87.0008,62.7594,1.84778,837.793,90.2099,184.244,77.5743,19.7632,0,243.274,196.842,2.59479,523.875,254.583,408.1,268.799,9.1841,0,0.338491,0.775007,0.0142164,657.979,0.83726,8.40546,1.91094,
172,721.522,994.684,1036.09,0.725378,12.463,0,35.2086,15.4635,1.31751,731.715,35.8477,122.012,40.6573,11.9996,0,176.061,88.6698,1.81954,318.775,180.27,324.321,202.589,9.38455,0,0.338491,0.775007,0.0142164,658.509,0.83726,45.1228,1.91094,
173,721.522,2726.86,17371.7,0.264598,13.7827,0,44.6516,17.8655,1.28816,768.582,45.1796,104.401,1731.11,17.9223,0,189.306,69.2248,1.70565,474.827,188.254,261.666,16901.3,9.38455,0,0.338491,0.775007,0.0142164,658.509,0.83726,45.1228,1.91094,
174,721.522,1157.31,1409.49,0.623446,14.6973,0,57.0975,41.0756,1.37471,799.73,58.0251,129.187,56.1244,18.6615,0,196.171,163.117,2.13474,523.713,197.424,318.819,1167.85,9.36334,0,0.338491,0.74752,0.0142164,658.509,0.83726,45.1228,1.91094,
175,721.316,1378.81,2821.81,0.523143,13.6546,0,59.0676,48.961,1.33873,772.746,60.3648,125.758,296.922,16.6567,0,239.421,204.767,2.22954,496.318,246.375,327.117,1776.17,9.38455,0,0.338491,0.775007,0.0142164,658.509,0.83726,45.1228,1.91094,
176,721.316,1336.67,1779.77,0.539637,14.6398,0,104.887,64.577,1.29494,804.881,105.984,177.78,62.6259,18.1161,0,308.145,225.92,2.05713,531.247,299.143,390.372,425.2,5.80893,0,0.338491,0.775007,0.0167091,658.509,0.83726,45.1228,1.91094,
177,721.022,1560.32,4757.8,0.462099,11.853,0,58.918,42.6315,1.29205,738.547,60.5894,118.521,527.966,11.0302,0,229.739,198.67,2.50043,349.582,235.015,313.296,4050.42,4.94765,0,0.338491,0.775007,0.00574049,658.509,0.83726,45.1228,1.90341,
178,721.022,1479.6,2677.79,0.487309,16.2827,0,60.1302,52.2107,1.29862,844.204,60.9584,185.532,258.982,23.1623,0,191.139,192.231,2.31566,609.207,191.18,414.11,1783.77,5.19358,0,0.338491,0.775007,0.00574049,658.509,0.83726,45.1228,1.90341,
179,721.022,1117.3,1231.5,0.645324,14.9775,0,49.2595,34.0711,1.40903,805.511,49.9568,132.702,29.4149,20.181,0,184.074,166.604,3.26541,552.927,186.259,307.12,193.969,9.39045,0,0.338491,0.775007,0.00574049,658.535,0.83726,45.1228,1.90341,
180,720.682,1187.44,1553,0.60692,16.2514,0,51.652,34.7525,1.07037,837.875,52.4767,150.74,42.6239,23.2985,0,221.301,148.304,2.13371,634.702,222.002,367.798,157.476,9.39045,0,0.321335,0.733734,0.00574049,658.506,0.652355,45.2539,1.90341,
181,720.136,1150.77,1399.89,0.625787,14.2883,0,59.5134,31.9769,1.05382,786.875,60.99,135.512,60.5587,18.5717,0,223.893,140.873,2.25563,502.281,226.389,326.875,226.983,6.38119,0,0.321335,0.733734,0.00574049,658.506,0.652355,45.2539,1.90341,
182,720.136,1334.96,2466.36,0.539445,15.2891,0,62.8131,25.2228,0.915509,809.906,64.3629,129.019,227.429,20.8827,0,215.806,106.062,2.00509,563.979,218.164,326.047,1372.96,9.43868,0,0.321335,0.733734,0.00397275,658.506,0.652355,45.2539,1.90341,
183,720.06,1057.1,1243.51,0.681168,11.8071,0,49.2962,22.4814,0.666551,717.123,49.9771,139.004,66.7402,11.1292,0,187.222,112.428,1.13182,281.181,188.985,354.556,465.049,7.59278,0,0.321335,0.733734,0.00397275,658.506,0.652355,45.2539,1.90341,
184,720.06,1427.24,2485.06,0.504513,16.7488,0,83.8262,77.8378,1.02469,906.59,86.6489,120.829,133.732,25.5553,0,339.868,317.64,2.295,858.034,351.987,266.932,851.981,9.47246,0,0.321335,0.733734,0.00397275,658.506,0.652355,45.2539,1.90341,
185,720.06,1229.6,2443.01,0.585604,13.3958,0,60.4888,33.5077,0.994784,758.879,61.3562,99.8489,201.132,17.0422,0,216.251,134.287,2.32092,458.473,215.432,207.678,1750.27,3.73944,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2539,1.90341,
186,720.06,1288.53,2451.27,0.558822,14.5526,0,32.8502,29.3704,0.918238,796.208,33.4408,144.119,237.072,20.9491,0,130.468,114.456,2.57624,574.069,127.342,364.472,1524.72,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2539,1.90341,
187,720.06,1505.88,2804.57,0.478164,14.7274,0,77.3915,60.7529,1.09751,808.645,78.4331,175.647,289.189,17.3477,0,273.673,233.189,2.3834,497.048,273.385,377.241,1771.88,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2539,1.90341,
188,720.06,1421.85,1859.75,0.506424,17.0006,0,108.167,64.1818,0.974172,875.638,110.475,176.79,68.6239,21.1714,0,302.777,246.791,2.39504,593.379,305.812,397.211,307.559,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2938,1.90341,
189,720.06,1900.93,6554.33,0.378793,17.7614,0,84.5006,62.525,1.10425,896.588,86.5925,134.988,616.873,25.9451,0,323.176,291.979,2.69024,742.369,335.333,278.647,5347.39,2.53234,0,0.281052,0.733734,0.00397275,658.248,0.471368,45.2938,1.90341,
190,719.977,1401.25,2351.12,0.513809,15.3571,0,92.5667,59.3721,0.873586,820.617,94.6107,124.465,193.39,19.2713,0,294.743,199.112,1.96952,512.308,300.141,251.862,1395.67,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2938,1.90341,
191,719.977,1221.86,1496.79,0.589247,14.7734,0,78.799,57.8053,1.19012,801.942,79.9403,122.497,64.9118,17.6149,0,273.73,197.686,2.90092,478.055,275.341,274.034,233.979,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.2938,1.90341,
192,719.69,1217.22,1401.22,0.591258,15.2849,0,69.4357,32.5492,1.17784,810.811,70.1147,177.561,40.283,21.2812,0,219.5,108.677,2.92849,570.903,221.361,391.686,133.14,6.21969,0,0.321335,0.733734,0.00397275,596.355,0.652355,45.2938,1.90341,
193,719.69,2119.34,7485.17,0.339582,18.3838,0,88.6413,74.9585,1.1931,902.191,89.9707,191.182,752.821,27.5642,0,290.102,273.059,2.84227,761.411,288.635,407.792,6945.03,9.11367,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.5274,1.91382,
194,719.69,2852.6,9857.45,0.252293,18.7031,0,61.7849,40.2973,0.747747,905.618,62.3867,153.423,1609.64,28.6535,0,231.593,168.475,1.69366,778.079,231.71,362.886,8816.45,9.46125,0,0.321335,0.710905,0.00397275,658.248,0.652355,45.5274,1.91382,
195,719.69,2667.96,9055.82,0.269753,17.9138,0,122.604,86.9393,1.03774,912.649,126.033,204.287,1196.5,23.6956,0,348.862,322.906,2.08885,712.068,342.569,424.571,8311.7,9.46125,0,0.321335,0.733734,0.00397275,612.455,0.652355,45.5274,1.91382,
196,719.69,1204.96,1939.65,0.597271,14.26,0,46.4769,32.6025,0.608059,786.396,47.2593,106.07,171.292,18.0376,0,182.645,138.657,1.29337,494.234,193.7,231.383,1636.24,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.5274,1.91382,
197,719.69,1262.81,2437.1,0.569913,13.182,0,69.8778,57.7888,1.04773,772.182,70.9551,146.813,130.961,14.3314,0,294.208,256.349,3.07907,455.936,302.801,374.031,1008.41,9.46125,0,0.321335,0.726334,0.00397275,658.248,0.652355,45.5274,1.91382,
198,719.69,1303.25,1939.85,0.552228,15.9802,0,68.0669,48.3658,1.13425,830.824,68.856,162.734,107.287,22.4036,0,226.743,178.272,2.76382,609.377,227.226,350.524,821.746,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.761,1.87751,
199,719.69,1142.74,1328.01,0.629791,14.343,0,57.1004,41.3581,0.703607,798.7,58.1598,127.46,44.9187,18.4253,0,215.078,178.493,1.75514,508.443,216.354,278.282,155.883,2.04251,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.761,1.91273,
200,719.69,1410.93,2137.98,0.510083,17.6955,0,55.8222,31.8005,0.783148,880.52,56.4572,160.289,207.56,26.5785,0,207.959,117.935,1.77769,726.928,207.869,362.544,931.839,9.46125,0,0.321335,0.733734,0.00397275,658.248,0.652355,45.761,1.91273,
